t,EKG
0.879599914,-0.049
0.879649914,-0.049
0.879699914,-0.049
0.879749914,-0.049
0.879799914,-0.049
0.879849914,-0.05
0.879899914,-0.05
0.879949914,-0.05
0.879999914,-0.05
0.880049914,-0.05
0.880099914,-0.05
0.880149914,-0.05
0.880199914,-0.05
0.880249914,-0.05
0.880299914,-0.05
0.880349914,-0.05
0.880399914,-0.05
0.880449914,-0.05
0.880499914,-0.05
0.880549914,-0.05
0.880599914,-0.05
0.880649914,-0.05
0.880699914,-0.05
0.880749914,-0.05
0.880799914,-0.05
0.880849914,-0.05
0.880899914,-0.05
0.880949914,-0.05
0.880999914,-0.05
0.881049914,-0.05
0.881099914,-0.049
0.881149914,-0.049
0.881199914,-0.048
0.881249914,-0.048
0.881299914,-0.048
0.881349914,-0.047
0.881399914,-0.047
0.881449914,-0.047
0.881499914,-0.047
0.881549914,-0.046
0.881599914,-0.046
0.881649914,-0.046
0.881699914,-0.045
0.881749914,-0.045
0.881799914,-0.044
0.881849914,-0.044
0.881899914,-0.043
0.881949914,-0.043
0.881999914,-0.043
0.882049914,-0.042
0.882099914,-0.042
0.882149914,-0.042
0.882199914,-0.042
0.882249914,-0.042
0.882299914,-0.042
0.882349914,-0.042
0.882399914,-0.042
0.882449914,-0.042
0.882499913,-0.042
0.882549913,-0.041
0.882599913,-0.041
0.882649913,-0.041
0.882699913,-0.04
0.882749913,-0.04
0.882799913,-0.04
0.882849913,-0.039
0.882899913,-0.039
0.882949913,-0.039
0.882999913,-0.039
0.883049913,-0.039
0.883099913,-0.039
0.883149913,-0.038
0.883199913,-0.038
0.883249913,-0.038
0.883299913,-0.037
0.883349913,-0.037
0.883399913,-0.037
0.883449913,-0.036
0.883499913,-0.036
0.883549913,-0.035
0.883599913,-0.035
0.883649913,-0.034
0.883699913,-0.034
0.883749913,-0.033
0.883799913,-0.033
0.883849913,-0.033
0.883899913,-0.032
0.883949913,-0.032
0.883999913,-0.031
0.884049913,-0.031
0.884099913,-0.03
0.884149913,-0.03
0.884199913,-0.029
0.884249913,-0.029
0.884299913,-0.028
0.884349913,-0.028
0.884399913,-0.028
0.884449913,-0.027
0.884499913,-0.027
0.884549913,-0.026
0.884599913,-0.026
0.884649913,-0.026
0.884699913,-0.026
0.884749913,-0.025
0.884799913,-0.025
0.884849913,-0.025
0.884899913,-0.024
0.884949913,-0.024
0.884999913,-0.024
0.885049913,-0.023
0.885099913,-0.023
0.885149913,-0.022
0.885199913,-0.022
0.885249913,-0.021
0.885299913,-0.021
0.885349913,-0.021
0.885399913,-0.02
0.885449913,-0.02
0.885499913,-0.019
0.885549913,-0.019
0.885599913,-0.018
0.885649913,-0.018
0.885699913,-0.018
0.885749913,-0.017
0.885799913,-0.017
0.885849913,-0.017
0.885899913,-0.017
0.885949913,-0.017
0.885999913,-0.016
0.886049913,-0.016
0.886099913,-0.016
0.886149913,-0.016
0.886199913,-0.016
0.886249913,-0.015
0.886299913,-0.015
0.886349913,-0.015
0.886399913,-0.015
0.886449913,-0.015
0.886499913,-0.015
0.886549913,-0.015
0.886599913,-0.014
0.886649913,-0.014
0.886699913,-0.013
0.886749913,-0.013
0.886799913,-0.013
0.886849913,-0.012
0.886899913,-0.012
0.886949913,-0.012
0.886999913,-0.012
0.887049913,-0.011
0.887099913,-0.011
0.887149913,-0.012
0.887199913,-0.012
0.887249913,-0.012
0.887299913,-0.012
0.887349913,-0.012
0.887399913,-0.012
0.887449913,-0.012
0.887499913,-0.012
0.887549913,-0.012
0.887599913,-0.012
0.887649913,-0.012
0.887699913,-0.012
0.887749913,-0.012
0.887799913,-0.012
0.887849913,-0.012
0.887899913,-0.012
0.887949913,-0.012
0.887999913,-0.012
0.888049913,-0.012
0.888099913,-0.012
0.888149913,-0.012
0.888199913,-0.012
0.888249913,-0.013
0.888299913,-0.012
0.888349913,-0.012
0.888399913,-0.012
0.888449913,-0.012
0.888499913,-0.012
0.888549913,-0.012
0.888599913,-0.012
0.888649913,-0.012
0.888699913,-0.012
0.888749913,-0.012
0.888799913,-0.013
0.888849913,-0.013
0.888899913,-0.013
0.888949913,-0.013
0.888999913,-0.013
0.889049913,-0.013
0.889099913,-0.013
0.889149913,-0.013
0.889199913,-0.013
0.889249913,-0.013
0.889299913,-0.013
0.889349913,-0.014
0.889399913,-0.014
0.889449913,-0.014
0.889499913,-0.014
0.889549913,-0.014
0.889599913,-0.014
0.889649913,-0.014
0.889699913,-0.014
0.889749913,-0.014
0.889799913,-0.014
0.889849913,-0.014
0.889899913,-0.014
0.889949913,-0.015
0.889999913,-0.015
0.890049913,-0.015
0.890099913,-0.015
0.890149913,-0.016
0.890199913,-0.016
0.890249913,-0.016
0.890299913,-0.017
0.890349913,-0.017
0.890399913,-0.017
0.890449913,-0.017
0.890499913,-0.017
0.890549913,-0.017
0.890599913,-0.017
0.890649913,-0.017
0.890699913,-0.017
0.890749913,-0.016
0.890799913,-0.017
0.890849913,-0.017
0.890899913,-0.017
0.890949913,-0.017
0.890999913,-0.017
0.891049913,-0.017
0.891099913,-0.017
0.891149913,-0.018
0.891199913,-0.018
0.891249913,-0.018
0.891299913,-0.018
0.891349913,-0.018
0.891399913,-0.018
0.891449913,-0.018
0.891499913,-0.018
0.891549913,-0.018
0.891599913,-0.018
0.891649913,-0.018
0.891699913,-0.018
0.891749913,-0.019
0.891799913,-0.019
0.891849913,-0.019
0.891899913,-0.019
0.891949913,-0.019
0.891999913,-0.019
0.892049913,-0.019
0.892099913,-0.02
0.892149913,-0.02
0.892199913,-0.02
0.892249913,-0.02
0.892299913,-0.02
0.892349913,-0.02
0.892399913,-0.021
0.892449913,-0.021
0.892499913,-0.022
0.892549913,-0.022
0.892599913,-0.022
0.892649913,-0.023
0.892699912,-0.023
0.892749912,-0.024
0.892799912,-0.024
0.892849912,-0.025
0.892899912,-0.025
0.892949912,-0.026
0.892999912,-0.026
0.893049912,-0.027
0.893099912,-0.028
0.893149912,-0.028
0.893199912,-0.029
0.893249912,-0.029
0.893299912,-0.03
0.893349912,-0.03
0.893399912,-0.031
0.893449912,-0.031
0.893499912,-0.032
0.893549912,-0.033
0.893599912,-0.033
0.893649912,-0.034
0.893699912,-0.035
0.893749912,-0.035
0.893799912,-0.036
0.893849912,-0.037
0.893899912,-0.037
0.893949912,-0.038
0.893999912,-0.038
0.894049912,-0.039
0.894099912,-0.039
0.894149912,-0.04
0.894199912,-0.04
0.894249912,-0.041
0.894299912,-0.041
0.894349912,-0.042
0.894399912,-0.042
0.894449912,-0.043
0.894499912,-0.043
0.894549912,-0.044
0.894599912,-0.044
0.894649912,-0.045
0.894699912,-0.046
0.894749912,-0.047
0.894799912,-0.048
0.894849912,-0.048
0.894899912,-0.049
0.894949912,-0.05
0.894999912,-0.05
0.895049912,-0.05
0.895099912,-0.051
0.895149912,-0.051
0.895199912,-0.052
0.895249912,-0.052
0.895299912,-0.052
0.895349912,-0.053
0.895399912,-0.054
0.895449912,-0.054
0.895499912,-0.055
0.895549912,-0.055
0.895599912,-0.055
0.895649912,-0.056
0.895699912,-0.056
0.895749912,-0.057
0.895799912,-0.058
0.895849912,-0.058
0.895899912,-0.059
0.895949912,-0.06
0.895999912,-0.061
0.896049912,-0.062
0.896099912,-0.063
0.896149912,-0.064
0.896199912,-0.064
0.896249912,-0.065
0.896299912,-0.065
0.896349912,-0.065
0.896399912,-0.066
0.896449912,-0.066
0.896499912,-0.066
0.896549912,-0.066
0.896599912,-0.066
0.896649912,-0.067
0.896699912,-0.067
0.896749912,-0.068
0.896799912,-0.068
0.896849912,-0.069
0.896899912,-0.07
0.896949912,-0.07
0.896999912,-0.071
0.897049912,-0.072
0.897099912,-0.072
0.897149912,-0.073
0.897199912,-0.073
0.897249912,-0.074
0.897299912,-0.075
0.897349912,-0.075
0.897399912,-0.075
0.897449912,-0.076
0.897499912,-0.076
0.897549912,-0.077
0.897599912,-0.077
0.897649912,-0.078
0.897699912,-0.079
0.897749912,-0.08
0.897799912,-0.081
0.897849912,-0.081
0.897899912,-0.082
0.897949912,-0.082
0.897999912,-0.082
0.898049912,-0.083
0.898099912,-0.083
0.898149912,-0.083
0.898199912,-0.083
0.898249912,-0.083
0.898299912,-0.083
0.898349912,-0.083
0.898399912,-0.083
0.898449912,-0.083
0.898499912,-0.084
0.898549912,-0.084
0.898599912,-0.084
0.898649912,-0.084
0.898699912,-0.083
0.898749912,-0.083
0.898799912,-0.083
0.898849912,-0.083
0.898899912,-0.083
0.898949912,-0.083
0.898999912,-0.083
0.899049912,-0.083
0.899099912,-0.083
0.899149912,-0.083
0.899199912,-0.083
0.899249912,-0.083
0.899299912,-0.082
0.899349912,-0.082
0.899399912,-0.082
0.899449912,-0.082
0.899499912,-0.082
0.899549912,-0.081
0.899599912,-0.081
0.899649912,-0.08
0.899699912,-0.08
0.899749912,-0.08
0.899799912,-0.079
0.899849912,-0.079
0.899899912,-0.078
0.899949912,-0.078
0.899999912,-0.077
0.900049912,-0.077
0.900099912,-0.077
0.900149912,-0.076
0.900199912,-0.076
0.900249912,-0.075
0.900299912,-0.075
0.900349912,-0.074
0.900399912,-0.073
0.900449912,-0.072
0.900499912,-0.072
0.900549912,-0.071
0.900599912,-0.07
0.900649912,-0.069
0.900699912,-0.068
0.900749912,-0.067
0.900799912,-0.066
0.900849912,-0.065
0.900899912,-0.064
0.900949912,-0.063
0.900999912,-0.062
0.901049912,-0.06
0.901099912,-0.059
0.901149912,-0.058
0.901199912,-0.057
0.901249912,-0.056
0.901299912,-0.055
0.901349912,-0.054
0.901399912,-0.053
0.901449912,-0.051
0.901499912,-0.05
0.901549912,-0.048
0.901599912,-0.047
0.901649912,-0.045
0.901699912,-0.044
0.901749912,-0.042
0.901799912,-0.04
0.901849912,-0.039
0.901899912,-0.037
0.901949912,-0.036
0.901999912,-0.034
0.902049912,-0.032
0.902099912,-0.03
0.902149912,-0.029
0.902199912,-0.027
0.902249912,-0.025
0.902299912,-0.022
0.902349912,-0.02
0.902399912,-0.018
0.902449912,-0.016
0.902499912,-0.014
0.902549912,-0.012
0.902599912,-0.009
0.902649912,-0.007
0.902699912,-0.005
0.902749912,-0.003
0.902799912,0
0.902849912,0.002
0.902899911,0.005
0.902949911,0.007
0.902999911,0.01
0.903049911,0.013
0.903099911,0.016
0.903149911,0.019
0.903199911,0.022
0.903249911,0.025
0.903299911,0.028
0.903349911,0.031
0.903399911,0.035
0.903449911,0.038
0.903499911,0.041
0.903549911,0.044
0.903599911,0.048
0.903649911,0.052
0.903699911,0.055
0.903749911,0.059
0.903799911,0.063
0.903849911,0.067
0.903899911,0.071
0.903949911,0.075
0.903999911,0.08
0.904049911,0.084
0.904099911,0.089
0.904149911,0.093
0.904199911,0.098
0.904249911,0.103
0.904299911,0.108
0.904349911,0.113
0.904399911,0.117
0.904449911,0.122
0.904499911,0.128
0.904549911,0.133
0.904599911,0.138
0.904649911,0.144
0.904699911,0.149
0.904749911,0.155
0.904799911,0.161
0.904849911,0.167
0.904899911,0.173
0.904949911,0.179
0.904999911,0.185
0.905049911,0.191
0.905099911,0.197
0.905149911,0.203
0.905199911,0.21
0.905249911,0.216
0.905299911,0.222
0.905349911,0.229
0.905399911,0.235
0.905449911,0.242
0.905499911,0.248
0.905549911,0.255
0.905599911,0.262
0.905649911,0.269
0.905699911,0.276
0.905749911,0.283
0.905799911,0.29
0.905849911,0.298
0.905899911,0.305
0.905949911,0.313
0.905999911,0.321
0.906049911,0.328
0.906099911,0.336
0.906149911,0.344
0.906199911,0.351
0.906249911,0.359
0.906299911,0.367
0.906349911,0.375
0.906399911,0.382
0.906449911,0.39
0.906499911,0.398
0.906549911,0.406
0.906599911,0.414
0.906649911,0.421
0.906699911,0.429
0.906749911,0.437
0.906799911,0.445
0.906849911,0.452
0.906899911,0.46
0.906949911,0.468
0.906999911,0.475
0.907049911,0.483
0.907099911,0.491
0.907149911,0.499
0.907199911,0.506
0.907249911,0.514
0.907299911,0.522
0.907349911,0.529
0.907399911,0.537
0.907449911,0.545
0.907499911,0.553
0.907549911,0.561
0.907599911,0.569
0.907649911,0.577
0.907699911,0.585
0.907749911,0.592
0.907799911,0.6
0.907849911,0.607
0.907899911,0.615
0.907949911,0.622
0.907999911,0.629
0.908049911,0.637
0.908099911,0.644
0.908149911,0.652
0.908199911,0.659
0.908249911,0.666
0.908299911,0.674
0.908349911,0.681
0.908399911,0.689
0.908449911,0.696
0.908499911,0.704
0.908549911,0.712
0.908599911,0.719
0.908649911,0.727
0.908699911,0.734
0.908749911,0.742
0.908799911,0.749
0.908849911,0.757
0.908899911,0.764
0.908949911,0.771
0.908999911,0.779
0.909049911,0.786
0.909099911,0.793
0.909149911,0.801
0.909199911,0.808
0.909249911,0.815
0.909299911,0.822
0.909349911,0.829
0.909399911,0.837
0.909449911,0.844
0.909499911,0.851
0.909549911,0.858
0.909599911,0.865
0.909649911,0.872
0.909699911,0.879
0.909749911,0.886
0.909799911,0.893
0.909849911,0.9
0.909899911,0.907
0.909949911,0.914
0.909999911,0.921
0.910049911,0.928
0.910099911,0.935
0.910149911,0.942
0.910199911,0.949
0.910249911,0.956
0.910299911,0.963
0.910349911,0.97
0.910399911,0.977
0.910449911,0.984
0.910499911,0.991
0.910549911,0.997
0.910599911,1.004
0.910649911,1.011
0.910699911,1.017
0.910749911,1.024
0.910799911,1.03
0.910849911,1.037
0.910899911,1.044
0.910949911,1.051
0.910999911,1.057
0.911049911,1.064
0.911099911,1.07
0.911149911,1.077
0.911199911,1.083
0.911249911,1.09
0.911299911,1.096
0.911349911,1.102
0.911399911,1.108
0.911449911,1.114
0.911499911,1.12
0.911549911,1.126
0.911599911,1.133
0.911649911,1.139
0.911699911,1.145
0.911749911,1.151
0.911799911,1.158
0.911849911,1.164
0.911899911,1.171
0.911949911,1.177
0.911999911,1.183
0.912049911,1.19
0.912099911,1.197
0.912149911,1.203
0.912199911,1.21
0.912249911,1.217
0.912299911,1.223
0.912349911,1.23
0.912399911,1.237
0.912449911,1.244
0.912499911,1.251
0.912549911,1.257
0.912599911,1.263
0.912649911,1.27
0.912699911,1.276
0.912749911,1.283
0.912799911,1.289
0.912849911,1.296
0.912899911,1.302
0.912949911,1.309
0.912999911,1.315
0.913049911,1.321
0.91309991,1.328
0.91314991,1.334
0.91319991,1.341
0.91324991,1.347
0.91329991,1.354
0.91334991,1.361
0.91339991,1.367
0.91344991,1.374
0.91349991,1.381
0.91354991,1.387
0.91359991,1.394
0.91364991,1.401
0.91369991,1.408
0.91374991,1.414
0.91379991,1.421
0.91384991,1.428
0.91389991,1.434
0.91394991,1.441
0.91399991,1.448
0.91404991,1.455
0.91409991,1.462
0.91414991,1.469
0.91419991,1.476
0.91424991,1.482
0.91429991,1.489
0.91434991,1.496
0.91439991,1.502
0.91444991,1.509
0.91449991,1.516
0.91454991,1.523
0.91459991,1.53
0.91464991,1.537
0.91469991,1.544
0.91474991,1.551
0.91479991,1.558
0.91484991,1.565
0.91489991,1.571
0.91494991,1.578
0.91499991,1.585
0.91504991,1.592
0.91509991,1.599
0.91514991,1.606
0.91519991,1.613
0.91524991,1.62
0.91529991,1.626
0.91534991,1.633
0.91539991,1.64
0.91544991,1.647
0.91549991,1.653
0.91554991,1.66
0.91559991,1.666
0.91564991,1.673
0.91569991,1.679
0.91574991,1.686
0.91579991,1.692
0.91584991,1.699
0.91589991,1.705
0.91594991,1.712
0.91599991,1.719
0.91604991,1.726
0.91609991,1.732
0.91614991,1.738
0.91619991,1.745
0.91624991,1.751
0.91629991,1.757
0.91634991,1.763
0.91639991,1.769
0.91644991,1.775
0.91649991,1.781
0.91654991,1.788
0.91659991,1.795
0.91664991,1.801
0.91669991,1.808
0.91674991,1.815
0.91679991,1.821
0.91684991,1.828
0.91689991,1.834
0.91694991,1.84
0.91699991,1.846
0.91704991,1.852
0.91709991,1.858
0.91714991,1.864
0.91719991,1.87
0.91724991,1.875
0.91729991,1.882
0.91734991,1.888
0.91739991,1.894
0.91744991,1.9
0.91749991,1.906
0.91754991,1.912
0.91759991,1.917
0.91764991,1.923
0.91769991,1.929
0.91774991,1.934
0.91779991,1.94
0.91784991,1.945
0.91789991,1.95
0.91794991,1.956
0.91799991,1.961
0.91804991,1.966
0.91809991,1.972
0.91814991,1.977
0.91819991,1.983
0.91824991,1.988
0.91829991,1.994
0.91834991,2
0.91839991,2.005
0.91844991,2.011
0.91849991,2.016
0.91854991,2.022
0.91859991,2.027
0.91864991,2.032
0.91869991,2.037
0.91874991,2.043
0.91879991,2.048
0.91884991,2.053
0.91889991,2.058
0.91894991,2.063
0.91899991,2.068
0.91904991,2.074
0.91909991,2.079
0.91914991,2.084
0.91919991,2.09
0.91924991,2.095
0.91929991,2.1
0.91934991,2.105
0.91939991,2.11
0.91944991,2.115
0.91949991,2.12
0.91954991,2.124
0.91959991,2.129
0.91964991,2.133
0.91969991,2.138
0.91974991,2.142
0.91979991,2.146
0.91984991,2.151
0.91989991,2.155
0.91994991,2.16
0.91999991,2.164
0.92004991,2.169
0.92009991,2.173
0.92014991,2.177
0.92019991,2.181
0.92024991,2.186
0.92029991,2.19
0.92034991,2.194
0.92039991,2.198
0.92044991,2.202
0.92049991,2.206
0.92054991,2.21
0.92059991,2.213
0.92064991,2.217
0.92069991,2.22
0.92074991,2.223
0.92079991,2.227
0.92084991,2.23
0.92089991,2.233
0.92094991,2.236
0.92099991,2.239
0.92104991,2.242
0.92109991,2.245
0.92114991,2.249
0.92119991,2.252
0.92124991,2.255
0.92129991,2.258
0.92134991,2.261
0.92139991,2.264
0.92144991,2.266
0.92149991,2.269
0.92154991,2.272
0.92159991,2.274
0.92164991,2.277
0.92169991,2.28
0.92174991,2.282
0.92179991,2.285
0.92184991,2.287
0.92189991,2.289
0.92194991,2.291
0.92199991,2.294
0.92204991,2.296
0.92209991,2.297
0.92214991,2.299
0.92219991,2.3
0.92224991,2.302
0.92229991,2.303
0.92234991,2.304
0.92239991,2.305
0.92244991,2.305
0.92249991,2.306
0.92254991,2.307
0.92259991,2.307
0.92264991,2.307
0.92269991,2.307
0.92274991,2.307
0.92279991,2.307
0.92284991,2.306
0.92289991,2.305
0.92294991,2.304
0.92299991,2.303
0.92304991,2.302
0.92309991,2.302
0.92314991,2.301
0.92319991,2.3
0.92324991,2.299
0.923299909,2.298
0.923349909,2.297
0.923399909,2.296
0.923449909,2.294
0.923499909,2.293
0.923549909,2.291
0.923599909,2.29
0.923649909,2.288
0.923699909,2.285
0.923749909,2.283
0.923799909,2.281
0.923849909,2.278
0.923899909,2.276
0.923949909,2.273
0.923999909,2.269
0.924049909,2.266
0.924099909,2.262
0.924149909,2.257
0.924199909,2.252
0.924249909,2.248
0.924299909,2.242
0.924349909,2.237
0.924399909,2.232
0.924449909,2.226
0.924499909,2.22
0.924549909,2.215
0.924599909,2.208
0.924649909,2.202
0.924699909,2.196
0.924749909,2.189
0.924799909,2.182
0.924849909,2.175
0.924899909,2.168
0.924949909,2.16
0.924999909,2.152
0.925049909,2.144
0.925099909,2.135
0.925149909,2.127
0.925199909,2.118
0.925249909,2.108
0.925299909,2.099
0.925349909,2.09
0.925399909,2.08
0.925449909,2.07
0.925499909,2.06
0.925549909,2.049
0.925599909,2.038
0.925649909,2.027
0.925699909,2.015
0.925749909,2.003
0.925799909,1.991
0.925849909,1.979
0.925899909,1.967
0.925949909,1.955
0.925999909,1.942
0.926049909,1.93
0.926099909,1.917
0.926149909,1.904
0.926199909,1.891
0.926249909,1.877
0.926299909,1.864
0.926349909,1.85
0.926399909,1.836
0.926449909,1.822
0.926499909,1.808
0.926549909,1.794
0.926599909,1.78
0.926649909,1.766
0.926699909,1.752
0.926749909,1.737
0.926799909,1.723
0.926849909,1.708
0.926899909,1.693
0.926949909,1.679
0.926999909,1.664
0.927049909,1.649
0.927099909,1.634
0.927149909,1.619
0.927199909,1.604
0.927249909,1.589
0.927299909,1.574
0.927349909,1.559
0.927399909,1.544
0.927449909,1.529
0.927499909,1.514
0.927549909,1.499
0.927599909,1.483
0.927649909,1.468
0.927699909,1.453
0.927749909,1.437
0.927799909,1.422
0.927849909,1.407
0.927899909,1.391
0.927949909,1.376
0.927999909,1.36
0.928049909,1.345
0.928099909,1.329
0.928149909,1.313
0.928199909,1.297
0.928249909,1.282
0.928299909,1.266
0.928349909,1.25
0.928399909,1.235
0.928449909,1.219
0.928499909,1.204
0.928549909,1.189
0.928599909,1.174
0.928649909,1.158
0.928699909,1.143
0.928749909,1.128
0.928799909,1.113
0.928849909,1.098
0.928899909,1.083
0.928949909,1.068
0.928999909,1.053
0.929049909,1.039
0.929099909,1.024
0.929149909,1.009
0.929199909,0.995
0.929249909,0.98
0.929299909,0.965
0.929349909,0.95
0.929399909,0.935
0.929449909,0.92
0.929499909,0.906
0.929549909,0.891
0.929599909,0.877
0.929649909,0.863
0.929699909,0.85
0.929749909,0.836
0.929799909,0.822
0.929849909,0.809
0.929899909,0.795
0.929949909,0.782
0.929999909,0.769
0.930049909,0.756
0.930099909,0.744
0.930149909,0.731
0.930199909,0.718
0.930249909,0.706
0.930299909,0.694
0.930349909,0.682
0.930399909,0.67
0.930449909,0.658
0.930499909,0.646
0.930549909,0.634
0.930599909,0.622
0.930649909,0.61
0.930699909,0.599
0.930749909,0.587
0.930799909,0.576
0.930849909,0.564
0.930899909,0.553
0.930949909,0.542
0.930999909,0.531
0.931049909,0.52
0.931099909,0.51
0.931149909,0.499
0.931199909,0.489
0.931249909,0.479
0.931299909,0.469
0.931349909,0.46
0.931399909,0.45
0.931449909,0.44
0.931499909,0.431
0.931549909,0.421
0.931599909,0.412
0.931649909,0.403
0.931699909,0.394
0.931749909,0.385
0.931799909,0.376
0.931849909,0.367
0.931899909,0.359
0.931949909,0.35
0.931999909,0.342
0.932049909,0.334
0.932099909,0.325
0.932149909,0.318
0.932199909,0.31
0.932249909,0.302
0.932299909,0.295
0.932349909,0.287
0.932399909,0.28
0.932449909,0.272
0.932499909,0.265
0.932549909,0.258
0.932599909,0.25
0.932649909,0.243
0.932699909,0.237
0.932749909,0.23
0.932799909,0.223
0.932849909,0.217
0.932899909,0.211
0.932949909,0.205
0.932999909,0.198
0.933049909,0.192
0.933099909,0.186
0.933149909,0.181
0.933199909,0.175
0.933249909,0.169
0.933299909,0.164
0.933349909,0.158
0.933399909,0.153
0.933449909,0.147
0.933499908,0.142
0.933549908,0.137
0.933599908,0.132
0.933649908,0.127
0.933699908,0.122
0.933749908,0.117
0.933799908,0.112
0.933849908,0.108
0.933899908,0.103
0.933949908,0.099
0.933999908,0.095
0.934049908,0.091
0.934099908,0.087
0.934149908,0.083
0.934199908,0.079
0.934249908,0.075
0.934299908,0.071
0.934349908,0.067
0.934399908,0.063
0.934449908,0.06
0.934499908,0.056
0.934549908,0.053
0.934599908,0.049
0.934649908,0.046
0.934699908,0.043
0.934749908,0.04
0.934799908,0.037
0.934849908,0.034
0.934899908,0.031
0.934949908,0.028
0.934999908,0.025
0.935049908,0.022
0.935099908,0.019
0.935149908,0.016
0.935199908,0.014
0.935249908,0.011
0.935299908,0.009
0.935349908,0.006
0.935399908,0.004
0.935449908,0.002
0.935499908,-0.001
0.935549908,-0.003
0.935599908,-0.005
0.935649908,-0.007
0.935699908,-0.01
0.935749908,-0.012
0.935799908,-0.014
0.935849908,-0.016
0.935899908,-0.018
0.935949908,-0.02
0.935999908,-0.023
0.936049908,-0.025
0.936099908,-0.027
0.936149908,-0.029
0.936199908,-0.031
0.936249908,-0.033
0.936299908,-0.035
0.936349908,-0.037
0.936399908,-0.039
0.936449908,-0.041
0.936499908,-0.043
0.936549908,-0.044
0.936599908,-0.046
0.936649908,-0.048
0.936699908,-0.049
0.936749908,-0.051
0.936799908,-0.052
0.936849908,-0.054
0.936899908,-0.055
0.936949908,-0.056
0.936999908,-0.058
0.937049908,-0.059
0.937099908,-0.06
0.937149908,-0.062
0.937199908,-0.063
0.937249908,-0.064
0.937299908,-0.065
0.937349908,-0.066
0.937399908,-0.067
0.937449908,-0.069
0.937499908,-0.07
0.937549908,-0.071
0.937599908,-0.072
0.937649908,-0.074
0.937699908,-0.075
0.937749908,-0.076
0.937799908,-0.077
0.937849908,-0.078
0.937899908,-0.079
0.937949908,-0.08
0.937999908,-0.081
0.938049908,-0.082
0.938099908,-0.083
0.938149908,-0.084
0.938199908,-0.085
0.938249908,-0.086
0.938299908,-0.087
0.938349908,-0.088
0.938399908,-0.089
0.938449908,-0.09
0.938499908,-0.091
0.938549908,-0.092
0.938599908,-0.093
0.938649908,-0.094
0.938699908,-0.095
0.938749908,-0.096
0.938799908,-0.097
0.938849908,-0.098
0.938899908,-0.098
0.938949908,-0.099
0.938999908,-0.1
0.939049908,-0.101
0.939099908,-0.102
0.939149908,-0.102
0.939199908,-0.103
0.939249908,-0.104
0.939299908,-0.105
0.939349908,-0.105
0.939399908,-0.107
0.939449908,-0.107
0.939499908,-0.108
0.939549908,-0.109
0.939599908,-0.11
0.939649908,-0.11
0.939699908,-0.111
0.939749908,-0.111
0.939799908,-0.112
0.939849908,-0.113
0.939899908,-0.113
0.939949908,-0.114
0.939999908,-0.115
0.940049908,-0.115
0.940099908,-0.116
0.940149908,-0.117
0.940199908,-0.118
0.940249908,-0.119
0.940299908,-0.119
0.940349908,-0.12
0.940399908,-0.121
0.940449908,-0.121
0.940499908,-0.122
0.940549908,-0.122
0.940599908,-0.123
0.940649908,-0.123
0.940699908,-0.123
0.940749908,-0.123
0.940799908,-0.123
0.940849908,-0.124
0.940899908,-0.124
0.940949908,-0.124
0.940999908,-0.125
0.941049908,-0.125
0.941099908,-0.126
0.941149908,-0.126
0.941199908,-0.126
0.941249908,-0.127
0.941299908,-0.127
0.941349908,-0.128
0.941399908,-0.128
0.941449908,-0.129
0.941499908,-0.129
0.941549908,-0.13
0.941599908,-0.13
0.941649908,-0.13
0.941699908,-0.131
0.941749908,-0.131
0.941799908,-0.132
0.941849908,-0.132
0.941899908,-0.133
0.941949908,-0.133
0.941999908,-0.133
0.942049908,-0.134
0.942099908,-0.134
0.942149908,-0.135
0.942199908,-0.135
0.942249908,-0.135
0.942299908,-0.136
0.942349908,-0.137
0.942399908,-0.137
0.942449908,-0.138
0.942499908,-0.138
0.942549908,-0.138
0.942599908,-0.139
0.942649908,-0.14
0.942699908,-0.14
0.942749908,-0.141
0.942799908,-0.141
0.942849908,-0.141
0.942899908,-0.142
0.942949908,-0.142
0.942999908,-0.142
0.943049908,-0.143
0.943099908,-0.143
0.943149908,-0.144
0.943199908,-0.144
0.943249908,-0.145
0.943299908,-0.145
0.943349908,-0.146
0.943399908,-0.146
0.943449908,-0.147
0.943499908,-0.147
0.943549908,-0.148
0.943599908,-0.149
0.943649908,-0.149
0.943699907,-0.15
0.943749907,-0.15
0.943799907,-0.15
0.943849907,-0.151
0.943899907,-0.151
0.943949907,-0.151
0.943999907,-0.151
0.944049907,-0.151
0.944099907,-0.152
0.944149907,-0.152
0.944199907,-0.152
0.944249907,-0.153
0.944299907,-0.153
0.944349907,-0.153
0.944399907,-0.154
0.944449907,-0.154
0.944499907,-0.155
0.944549907,-0.155
0.944599907,-0.156
0.944649907,-0.156
0.944699907,-0.156
0.944749907,-0.156
0.944799907,-0.157
0.944849907,-0.157
0.944899907,-0.157
0.944949907,-0.158
0.944999907,-0.158
0.945049907,-0.159
0.945099907,-0.159
0.945149907,-0.16
0.945199907,-0.16
0.945249907,-0.161
0.945299907,-0.161
0.945349907,-0.161
0.945399907,-0.162
0.945449907,-0.162
0.945499907,-0.162
0.945549907,-0.162
0.945599907,-0.163
0.945649907,-0.163
0.945699907,-0.163
0.945749907,-0.163
0.945799907,-0.163
0.945849907,-0.164
0.945899907,-0.164
0.945949907,-0.164
0.945999907,-0.164
0.946049907,-0.164
0.946099907,-0.164
0.946149907,-0.164
